index,filename
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_30_667.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_31_133.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_34_582.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_35_22.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_35_431.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_3_243.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_4.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_40_73.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_44_456.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_45_29.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_45_544.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_46_470.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_47_206.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_47_312.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_47_517.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_47_589.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_50_105.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_50_152.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_51_498.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_54_748.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_55_236.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_56_671.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_57_363.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_58_658.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_59_343.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_59_56.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_6.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_61_785.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_62_144.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_62_299.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_65_302.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_66_183.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_67_135.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_68_312.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_68_556.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_69_198.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_69_31.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_69_484.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_69_492.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_69_759.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_7.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_70_196.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_71_478.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_71_660.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_71_680.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_72_208.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_72_312.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_72_334.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_74_305.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_76_533.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_78_46.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_79_325.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_79_349.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_7_309.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_80_533.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_80_900.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_81_249.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_82_416.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_83_10.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_83_206.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_84_124.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_84_426.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_84_653.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_85_483.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_85_69.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_86_196.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_86_31.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_8_478.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\0_9.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\100_1.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\100_11.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\100_12.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\100_13.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\100_15.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\100_16.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\100_17.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\100_19.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\100_2.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\100_3.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\100_5.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\100_6.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\100_7.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\100_8.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\100_9.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\101_1.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\101_10.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\101_13.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\101_14.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\101_15.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\101_16.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\101_17.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\101_18.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\101_19.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\101_20.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\101_3.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\101_4.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\101_5.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\101_6.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\101_7.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\101_8.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\101_9.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\102_1.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\102_10.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\102_11.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\102_13.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\102_14.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\102_15.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\102_18.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\102_2.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\102_20.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\102_4.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\102_5.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\102_6.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\102_7.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\102_8.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\103_1.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\103_12.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\103_14.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\103_15.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\103_16.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\103_17.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\103_19.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\103_2.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\103_20.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\103_3.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\103_5.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\103_9.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_1.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_10.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_11.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_12.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_13.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_14.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_15.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_16.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_17.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_18.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_19.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_20.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_3.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_4.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_6.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_7.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_8.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\104_9.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\105_1.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\105_10.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\105_11.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\105_12.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\105_13.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\105_14.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\105_16.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\105_17.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\105_18.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\105_2.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\105_5.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\105_6.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\105_7.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\105_8.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\105_9.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\106_1.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\106_10.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\106_12.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\106_13.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\106_14.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\106_15.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\106_16.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\106_17.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\106_19.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\106_20.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\106_4.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\106_5.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\106_6.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\106_7.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\106_8.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_1.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_10.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_12.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_14.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_15.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_16.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_17.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_18.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_19.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_2.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_20.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_3.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_4.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_5.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_6.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_7.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_8.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\107_9.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\108_1.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\108_10.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\108_12.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\108_13.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\108_16.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\108_18.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\108_2.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\108_20.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\108_3.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\108_4.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\108_5.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\108_6.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\108_8.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\108_9.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\109_1.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\109_10.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\109_11.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\109_12.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\109_13.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\109_14.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\109_15.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\109_16.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\109_17.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\109_18.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\109_19.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\109_2.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\109_20.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\109_3.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\109_5.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\109_6.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\109_9.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\10_1.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\10_10.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\10_11.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\10_12.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\10_13.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\10_14.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\10_15.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\10_16.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\10_17.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\10_2.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\10_3.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\10_4.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\10_7.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\10_8.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\10_9.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\110_1.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\110_11.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\110_12.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\110_14.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\110_15.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\110_16.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\110_17.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\110_18.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\110_19.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\110_2.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\110_20.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\110_3.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\110_5.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\110_6.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\110_7.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\110_9.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\111_10.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\111_11.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\111_14.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\111_15.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\111_16.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\111_17.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\111_18.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\111_19.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\111_2.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\111_20.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\111_3.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\111_4.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\111_5.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\111_6.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\111_7.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\111_8.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\111_9.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_10.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_11.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_12.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_13.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_15.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_16.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_17.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_18.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_19.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_2.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_20.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_3.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_4.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_5.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_6.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_7.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_8.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\112_9.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\113_1.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\113_10.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\113_12.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\113_13.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\113_15.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\113_16.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\113_17.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\113_19.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\113_20.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\113_3.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\113_4.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\113_5.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\113_6.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\113_7.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\113_9.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\114_1.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\114_10.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\114_11.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\114_13.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\114_14.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\114_15.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\114_16.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\114_17.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\114_18.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\114_19.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\114_3.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\114_5.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\114_7.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\114_8.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\114_9.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\115_1.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\115_10.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\115_11.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\115_12.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\115_14.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\115_15.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\115_16.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\115_17.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\115_18.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\115_20.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\115_4.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\115_5.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\115_6.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\115_7.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\115_8.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\116_1.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\116_11.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\116_12.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\116_13.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\116_15.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\116_16.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\116_18.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\116_19.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\116_3.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\116_4.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\116_5.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\116_6.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\116_7.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\116_8.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\116_9.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\117_1.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\117_10.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\117_11.npy
1,G:\Data\LIDC\LUNA16\classsification\1_aug\117_12.npy
